Feature_Combine
CNA_7:21000001-22000000
ME_A10
ME_A1
CNA_9:95000001-96000000
CNA_9:90000001-91000000
CNA_7:71000001-72000000
MOTIF_END_AAGC
CNA_9:133000001-134000000
CNA_8:114000001-115000000
CNA_8:132000001-133000000
CNA_8:140000001-141000000
CNA_9:126000001-127000000
CNA_8:31000001-32000000
CNA_9:118000001-119000000
CNA_9:100000001-101000000
CNA_8:41000001-42000000
CNA_8:52000001-53000000
CNA_8:53000001-54000000
CNA_8:73000001-74000000
CNA_8:62000001-63000000
MOTIF_END_AACG
MOTIF_END_AAGG
MOTIF_END_ATGT
MOTIF_END_ATGG
MOTIF_END_ATGC
CNA_5:156000001-157000000
MOTIF_END_ATCT
CNA_5:161000001-162000000
MOTIF_END_ATCG
MOTIF_END_ATCC
MOTIF_END_AGTT
MOTIF_END_AGTG
CNA_5:62000001-63000000
CNA_6:101000001-102000000
MOTIF_END_AGGT
CNA_6:105000001-106000000
MOTIF_END_AAGT
MOTIF_END_AGCA
MOTIF_END_AGAT
MOTIF_END_AGAC
MOTIF_END_ACGT
CNA_6:144000001-145000000
CNA_6:145000001-146000000
MOTIF_END_ACGC
MOTIF_END_ACGA
CNA_6:43000001-44000000
CNA_6:47000001-48000000
MOTIF_END_AATG
CNA_6:64000001-65000000
T_CNA_13:110525911-110526052
CNA_8:68000001-69000000
T_CNA_6:6003674-6004066
T_CNA_4:8580403-8580763
CNA_11:120000001-121000000
TMD_385
TMD_420
TMD_43
CNA_14:31000001-32000000
CNA_14:40000001-41000000
T_CNA_5:168880138-168880349
CNA_1:121000001-122000000
CNA_14:56000001-57000000
TMD_302
T_CNA_4:153789264-153789386
CNA_14:71000001-72000000
T_CNA_3:192408009-192408504
CNA_10:78000001-79000000
T_CNA_22:21652304-21652421
CNA_15:38000001-39000000
CNA_10:65000001-66000000
T_CNA_8:96494022-96494170
T_CNA_6:32189648-32189910
CNA_10:58000001-59000000
T_CNA_7:29566025-29566674
CNA_11:83000001-84000000
CNA_11:97000001-98000000
T_CNA_9:124503413-124503621
T_CNA_8:3691972-3692262
T_CNA_9:13323139-13323351
CNA_12:115000001-116000000
CNA_12:117000001-118000000
T_CNA_8:142586176-142586403
CNA_11:39000001-40000000
CNA_13:73000001-74000000
TMD_133
T_CNA_7:1223944-1224204
CNA_13:106000001-107000000
CNA_13:24000001-25000000
T_CNA_6:36285248-36285484
CNA_13:62000001-63000000
CNA_10:60000001-61000000
CNA_15:49000001-50000000
T_CNA_19:39264155-39264296
CNA_16:60000001-61000000
T_CNA_19:48735170-48735556
T_CNA_19:41499327-41499584
T_CNA_19:3688011-3688251
T_CNA_19:15181568-15181821
T_CNA_19:10891633-10891703
CNA_1:203000001-204000000
T_CNA_17:61454733-61454919
T_CNA_17:58328520-58328675
CNA_1:194000001-195000000
CNA_1:177000001-178000000
CNA_18:3000001-4000000
T_CNA_17:36942478-36942694
CNA_1:161000001-162000000
CNA_1:16000001-17000000
T_CNA_14:97033237-97033740
T_CNA_14:93788894-93788993
CNA_1:55000001-56000000
CNA_11:88000001-89000000
CNA_16:58000001-59000000
T_CNA_19:641770-641986
T_CNA_2:104844478-104844803
T_CNA_19:5229634-5229887
CNA_15:98000001-99000000
CNA_1:58000001-59000000
CNA_10:104000001-105000000
CNA_16:53000001-54000000
CNA_16:56000001-57000000
